ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
A_24_P193011	1.07e-13	3.64e-15	4.07e+01	CCND1	cyclin D1
A_32_P223786	1.07e-13	3.66e-15	4.07e+01		
A_23_P26847	1.07e-13	3.67e-15	4.07e+01	SOX9	SRY-box 9
A_24_P940909	1.08e-13	3.70e-15	4.07e+01	TTC7A	tetratricopeptide repeat domain 7A
A_24_P538459	1.08e-13	3.70e-15	4.07e+01		
A_23_P167081	1.09e-13	3.74e-15	4.07e+01	REST	RE1 silencing transcription factor
A_23_P105747	1.10e-13	3.76e-15	4.06e+01	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2
A_24_P101282	1.10e-13	3.79e-15	4.06e+01	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1
A_23_P361654	1.12e-13	3.85e-15	4.06e+01	IGKC	immunoglobulin kappa constant
A_23_P130266	1.14e-13	3.91e-15	4.06e+01	LLGL1	LLGL1, scribble cell polarity complex component
A_23_P78808	1.15e-13	3.95e-15	4.06e+01	SYMPK	symplekin
A_23_P358944	1.15e-13	3.97e-15	4.06e+01	PML	promyelocytic leukemia
A_23_P219207	1.16e-13	3.99e-15	4.06e+01	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
A_24_P561341	1.17e-13	4.03e-15	4.05e+01	FAM150B	family with sequence similarity 150 member B
A_24_P324674	1.17e-13	4.04e-15	4.05e+01	LY9	lymphocyte antigen 9
A_23_P125977	1.18e-13	4.06e-15	4.05e+01	C1QC	complement C1q C chain
A_23_P74828	1.18e-13	4.07e-15	4.05e+01	GJA9	gap junction protein alpha 9
A_24_P269619	1.19e-13	4.10e-15	4.05e+01	DECR1	2,4-dienoyl-CoA reductase 1, mitochondrial
A_24_P393605	1.21e-13	4.17e-15	4.05e+01	SCAF11	SR-related CTD associated factor 11
A_23_P149649	1.22e-13	4.21e-15	4.05e+01	SDHB	succinate dehydrogenase complex iron sulfur subunit B
A_23_P208551	1.22e-13	4.23e-15	4.05e+01	ADGRL1	adhesion G protein-coupled receptor L1
A_23_P133216	1.23e-13	4.25e-15	4.05e+01	NLN	neurolysin
A_23_P31725	1.23e-13	4.28e-15	4.05e+01	BLK	BLK proto-oncogene, Src family tyrosine kinase
A_23_P14876	1.25e-13	4.34e-15	4.04e+01	SRP14	signal recognition particle 14
A_23_P216812	1.25e-13	4.35e-15	4.04e+01	CDKN2B	cyclin dependent kinase inhibitor 2B
A_23_P417974	1.26e-13	4.37e-15	4.04e+01	AQP11	aquaporin 11
A_24_P901986	1.27e-13	4.41e-15	4.04e+01		
A_23_P136173	1.27e-13	4.43e-15	4.04e+01	CSF2RA	colony stimulating factor 2 receptor alpha subunit
A_24_P635551	1.27e-13	4.44e-15	4.04e+01		
A_24_P179107	1.29e-13	4.49e-15	4.04e+01	IGLV6-57	immunoglobulin lambda variable 6-57
A_23_P164148	1.29e-13	4.50e-15	4.04e+01	MLX	MLX, MAX dimerization protein
A_23_P255011	1.29e-13	4.51e-15	4.04e+01	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
A_23_P102731	1.30e-13	4.54e-15	4.04e+01	SMOX	spermine oxidase
A_24_P930927	1.30e-13	4.55e-15	4.04e+01		
A_23_P217028	1.31e-13	4.57e-15	4.04e+01	USP20	ubiquitin specific peptidase 20
A_24_P85391	1.32e-13	4.61e-15	4.03e+01	VASH2	vasohibin 2
A_32_P181183	1.32e-13	4.61e-15	4.03e+01		
A_32_P16975	1.32e-13	4.62e-15	4.03e+01	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3
A_24_P336596	1.36e-13	4.77e-15	4.03e+01	SMCP	sperm mitochondria associated cysteine rich protein
A_23_P30614	1.38e-13	4.85e-15	4.03e+01	PLN	phospholamban
A_23_P1452	1.39e-13	4.88e-15	4.03e+01	NPFFR1	neuropeptide FF receptor 1
A_32_P231250	1.39e-13	4.89e-15	4.03e+01		
A_24_P587882	1.42e-13	4.99e-15	4.02e+01		
A_32_P2177	1.42e-13	4.99e-15	4.02e+01		
A_23_P13713	1.43e-13	5.05e-15	4.02e+01	PRPH	peripherin
A_32_P406186	1.44e-13	5.06e-15	4.02e+01		
A_24_P348649	1.44e-13	5.08e-15	4.02e+01	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
A_32_P173298	1.44e-13	5.11e-15	4.02e+01	SF3B3	splicing factor 3b subunit 3
A_23_P149153	1.44e-13	5.11e-15	4.02e+01	PDE4DIP	phosphodiesterase 4D interacting protein
A_24_P264597	1.45e-13	5.12e-15	4.02e+01		
AT_nB_3	1.45e-13	5.12e-15	4.02e+01		
A_23_P257993	1.46e-13	5.18e-15	4.02e+01	DNASE1L3	deoxyribonuclease 1 like 3
A_24_P236799	1.50e-13	5.30e-15	4.01e+01	RAB31	RAB31, member RAS oncogene family
A_23_P76145	1.50e-13	5.31e-15	4.01e+01	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2
A_23_P38567	1.50e-13	5.34e-15	4.01e+01	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1
A_23_P218793	1.52e-13	5.41e-15	4.01e+01	XPNPEP3	X-prolyl aminopeptidase 3
A_23_P112159	1.53e-13	5.44e-15	4.01e+01	AGO2	argonaute 2, RISC catalytic component
A_23_P17481	1.53e-13	5.46e-15	4.01e+01	SIGLEC1	sialic acid binding Ig like lectin 1
A_24_P292710	1.54e-13	5.47e-15	4.01e+01	GSKIP	GSK3B interacting protein
A_23_P218858	1.54e-13	5.49e-15	4.01e+01	ABI3BP	ABI family member 3 binding protein
A_23_P117242	1.54e-13	5.49e-15	4.01e+01	SLC7A1	solute carrier family 7 member 1
A_23_P108415	1.55e-13	5.51e-15	4.01e+01	DARS	aspartyl-tRNA synthetase
A_23_P7582	1.56e-13	5.55e-15	4.01e+01	TCF7	transcription factor 7 (T-cell specific, HMG-box)
A_23_P161190	1.59e-13	5.67e-15	4.00e+01	VIM	vimentin
A_23_P32500	1.59e-13	5.69e-15	4.00e+01	STAB1	stabilin 1
A_32_P191551	1.61e-13	5.77e-15	4.00e+01		
A_24_P141522	1.63e-13	5.85e-15	4.00e+01	NUP98	nucleoporin 98
A_23_P87011	1.64e-13	5.88e-15	4.00e+01	TAGLN	transgelin
A_24_P12218	1.65e-13	5.90e-15	4.00e+01	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
A_23_P161399	1.66e-13	5.94e-15	4.00e+01	MXI1	MAX interactor 1, dimerization protein
A_32_P170800	1.66e-13	5.95e-15	4.00e+01		
A_23_P58082	1.67e-13	5.98e-15	4.00e+01	CCDC80	coiled-coil domain containing 80
A_23_P385081	1.67e-13	5.99e-15	4.00e+01	SCAMP2	secretory carrier membrane protein 2
A_23_P99974	1.67e-13	6.00e-15	4.00e+01	CLK3	CDC like kinase 3
A_23_P217326	1.67e-13	6.02e-15	4.00e+01	FHL1	four and a half LIM domains 1
A_23_P353056	1.68e-13	6.06e-15	3.99e+01	C2CD2L	C2CD2 like
A_23_P87545	1.69e-13	6.09e-15	3.99e+01	IFITM3	interferon induced transmembrane protein 3
A_23_P164650	1.71e-13	6.16e-15	3.99e+01	APOE	apolipoprotein E
A_23_P169629	1.73e-13	6.25e-15	3.99e+01	SHMT2	serine hydroxymethyltransferase 2
A_32_P176819	1.73e-13	6.26e-15	3.99e+01	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
A_23_P401606	1.74e-13	6.30e-15	3.99e+01	EDIL3	EGF like repeats and discoidin domains 3
A_24_P63019	1.75e-13	6.32e-15	3.99e+01	IL1R2	interleukin 1 receptor type 2
A_23_P38468	1.77e-13	6.41e-15	3.99e+01	TAX1BP3	Tax1 binding protein 3
A_23_P141434	1.77e-13	6.41e-15	3.99e+01	ACACA	acetyl-CoA carboxylase alpha
A_24_P107317	1.79e-13	6.47e-15	3.98e+01	USP2	ubiquitin specific peptidase 2
A_23_P63972	1.79e-13	6.50e-15	3.98e+01		
A_23_P92082	1.82e-13	6.61e-15	3.98e+01	TKT	transketolase
A_24_P34476	1.84e-13	6.67e-15	3.98e+01	RIF1	replication timing regulatory factor 1
A_24_P119374	1.84e-13	6.68e-15	3.98e+01	YLPM1	YLP motif containing 1
A_23_P83781	1.85e-13	6.74e-15	3.98e+01	CYTH1	cytohesin 1
A_24_P832737	1.86e-13	6.75e-15	3.98e+01		
A_23_P23616	1.86e-13	6.78e-15	3.98e+01	PLEKHN1	pleckstrin homology domain containing N1
A_24_P393740	1.89e-13	6.87e-15	3.98e+01	FYB	FYN binding protein
A_23_P201758	1.90e-13	6.91e-15	3.98e+01	CD46	CD46 molecule
A_23_P67496	1.90e-13	6.93e-15	3.97e+01	SAMD4B	sterile alpha motif domain containing 4B
A_32_P164758	1.92e-13	7.02e-15	3.97e+01		
A_24_P307075	1.92e-13	7.02e-15	3.97e+01		
A_24_P15550	1.93e-13	7.05e-15	3.97e+01		
A_24_P287272	1.93e-13	7.05e-15	3.97e+01	NBPF1	neuroblastoma breakpoint family member 1
A_23_P142849	1.94e-13	7.10e-15	3.97e+01	RND3	Rho family GTPase 3
A_23_P201570	1.96e-13	7.16e-15	3.97e+01	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2
A_24_P323932	1.96e-13	7.17e-15	3.97e+01	U2SURP	U2 snRNP associated SURP domain containing
A_32_P70372	1.97e-13	7.23e-15	3.97e+01		
A_24_P544996	1.97e-13	7.24e-15	3.97e+01		
A_23_P35045	1.99e-13	7.29e-15	3.97e+01	ARHGAP30	Rho GTPase activating protein 30
A_32_P90812	1.99e-13	7.32e-15	3.97e+01	KCNJ5	potassium voltage-gated channel subfamily J member 5
A_23_P420373	1.99e-13	7.33e-15	3.97e+01	DNMT3A	DNA methyltransferase 3 alpha
A_24_P257259	2.00e-13	7.36e-15	3.97e+01	MOBP	myelin-associated oligodendrocyte basic protein
A_23_P346301	2.00e-13	7.37e-15	3.97e+01	ZMAT2	zinc finger matrin-type 2
A_24_P319923	2.00e-13	7.37e-15	3.97e+01	MYLK	myosin light chain kinase
A_24_P66001	2.00e-13	7.38e-15	3.97e+01	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X
A_24_P476718	2.00e-13	7.38e-15	3.97e+01		
A_23_P32707	2.01e-13	7.40e-15	3.97e+01	ESPL1	extra spindle pole bodies like 1, separase
A_23_P94434	2.01e-13	7.43e-15	3.96e+01	HRCT1	histidine rich carboxyl terminus 1
A_24_P76868	2.03e-13	7.50e-15	3.96e+01	BMS1P20	BMS1, ribosome biogenesis factor pseudogene 20
A_23_P65967	2.05e-13	7.57e-15	3.96e+01	SLC38A7	solute carrier family 38 member 7
A_32_P217346	2.07e-13	7.64e-15	3.96e+01		
A_23_P211631	2.08e-13	7.70e-15	3.96e+01	FBLN1	fibulin 1
A_24_P111096	2.08e-13	7.70e-15	3.96e+01	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
A_23_P82420	2.08e-13	7.73e-15	3.96e+01	STX1A	syntaxin 1A
A_23_P88559	2.12e-13	7.85e-15	3.96e+01	LIPC	lipase C, hepatic type
A_24_P91222	2.12e-13	7.87e-15	3.96e+01	DCAF7	DDB1 and CUL4 associated factor 7
A_32_P72758	2.13e-13	7.90e-15	3.96e+01	MCTP2	multiple C2 and transmembrane domain containing 2
A_23_P207037	2.13e-13	7.91e-15	3.96e+01	CD300A	CD300a molecule
A_23_P98910	2.15e-13	8.00e-15	3.95e+01	LRMP	lymphoid restricted membrane protein
A_32_P59811	2.16e-13	8.05e-15	3.95e+01		
A_23_P17307	2.16e-13	8.06e-15	3.95e+01	MRGBP	MRG/MORF4L binding protein
A_24_P262688	2.21e-13	8.22e-15	3.95e+01	LAIR1	leukocyte associated immunoglobulin like receptor 1
A_24_P677559	2.21e-13	8.24e-15	3.95e+01	IGK	immunoglobulin kappa locus
A_32_P17484	2.24e-13	8.35e-15	3.95e+01	LOC101928377	uncharacterized LOC101928377
A_23_P16476	2.24e-13	8.35e-15	3.95e+01	KLF16	Kruppel like factor 16
A_23_P98898	2.30e-13	8.59e-15	3.94e+01	CDK2	cyclin dependent kinase 2
A_24_P179400	2.32e-13	8.69e-15	3.94e+01	VEGFA	vascular endothelial growth factor A
A_32_P156776	2.32e-13	8.69e-15	3.94e+01		
A_32_P134974	2.32e-13	8.70e-15	3.94e+01	SPTB	spectrin beta, erythrocytic
A_32_P877	2.33e-13	8.71e-15	3.94e+01		
A_23_P116913	2.35e-13	8.79e-15	3.94e+01	AEBP2	AE binding protein 2
A_24_P266273	2.35e-13	8.80e-15	3.94e+01	POM121	POM121 transmembrane nucleoporin
A_23_P217187	2.35e-13	8.81e-15	3.94e+01		
A_23_P23980	2.38e-13	8.94e-15	3.94e+01	PLEKHS1	pleckstrin homology domain containing S1
A_23_P129967	2.38e-13	8.96e-15	3.94e+01	C17orf53	chromosome 17 open reading frame 53
A_24_P930796	2.40e-13	9.01e-15	3.94e+01	VSTM4	V-set and transmembrane domain containing 4
A_23_P80883	2.42e-13	9.09e-15	3.94e+01	BTLA	B and T lymphocyte associated
A_23_P205789	2.42e-13	9.11e-15	3.93e+01	GABPB1	GA binding protein transcription factor beta subunit 1
A_23_P47541	2.43e-13	9.17e-15	3.93e+01	TAF6L	TATA-box binding protein associated factor 6 like
A_32_P233870	2.45e-13	9.22e-15	3.93e+01		
A_23_P354953	2.45e-13	9.23e-15	3.93e+01	TNPO2	transportin 2
A_23_P99747	2.46e-13	9.30e-15	3.93e+01	CDKL1	cyclin dependent kinase like 1
A_23_P60472	2.47e-13	9.32e-15	3.93e+01	UBAP2	ubiquitin associated protein 2
A_23_P210708	2.47e-13	9.32e-15	3.93e+01	SIRPA	signal regulatory protein alpha
A_24_P171268	2.48e-13	9.40e-15	3.93e+01	RASSF5	Ras association domain family member 5
A_23_P14193	2.49e-13	9.41e-15	3.93e+01	RFC3	replication factor C subunit 3
A_24_P637651	2.50e-13	9.48e-15	3.93e+01		
A_24_P225970	2.52e-13	9.55e-15	3.93e+01	SGO1	shugoshin 1
A_24_P340128	2.53e-13	9.57e-15	3.93e+01	P2RY8	purinergic receptor P2Y8
A_24_P766716	2.53e-13	9.59e-15	3.93e+01	CMKLR1	chemerin chemokine-like receptor 1
A_32_P42946	2.55e-13	9.67e-15	3.93e+01	C1orf210	chromosome 1 open reading frame 210
A_32_P128496	2.59e-13	9.82e-15	3.92e+01	SRP9	signal recognition particle 9
A_23_P74914	2.65e-13	1.01e-14	3.92e+01	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
A_23_P78405	2.69e-13	1.02e-14	3.92e+01	LIPG	lipase G, endothelial type
A_32_P214817	2.72e-13	1.04e-14	3.92e+01		
A_23_P81811	2.72e-13	1.04e-14	3.92e+01	TJAP1	tight junction associated protein 1
A_23_P324807	2.72e-13	1.04e-14	3.92e+01	VARS2	valyl-tRNA synthetase 2, mitochondrial
A_23_P152838	2.73e-13	1.04e-14	3.92e+01	CCL5	C-C motif chemokine ligand 5
A_23_P73780	2.73e-13	1.04e-14	3.92e+01	IRAK1	interleukin 1 receptor associated kinase 1
A_24_P124349	2.75e-13	1.05e-14	3.91e+01	PDGFD	platelet derived growth factor D
A_32_P169353	2.79e-13	1.06e-14	3.91e+01		
A_23_P28733	2.80e-13	1.07e-14	3.91e+01	RBL1	RB transcriptional corepressor like 1
A_24_P153754	2.81e-13	1.07e-14	3.91e+01	AP5M1	adaptor related protein complex 5 mu 1 subunit
A_24_P361167	2.81e-13	1.07e-14	3.91e+01	CHD8	chromodomain helicase DNA binding protein 8
A_24_P201702	2.81e-13	1.07e-14	3.91e+01	CLEC2B	C-type lectin domain family 2 member B
A_23_P161194	2.82e-13	1.08e-14	3.91e+01	VIM	vimentin
A_24_P25452	2.83e-13	1.08e-14	3.91e+01	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5
A_24_P20200	2.83e-13	1.09e-14	3.91e+01	PLEKHB2	pleckstrin homology domain containing B2
A_23_P201138	2.85e-13	1.10e-14	3.91e+01	KCNA3	potassium voltage-gated channel subfamily A member 3
A_23_P131299	2.89e-13	1.11e-14	3.91e+01	ZFAND2B	zinc finger AN1-type containing 2B
A_32_P138933	2.90e-13	1.12e-14	3.91e+01		
A_24_P67189	2.94e-13	1.13e-14	3.90e+01	SPEM1	spermatid maturation 1
A_24_P149314	2.96e-13	1.14e-14	3.90e+01	ULBP2	UL16 binding protein 2
A_23_P32029	3.00e-13	1.16e-14	3.90e+01	SLC35D2	solute carrier family 35 member D2
A_23_P127911	3.01e-13	1.16e-14	3.90e+01	PAMR1	peptidase domain containing associated with muscle regeneration 1
A_23_P54517	3.01e-13	1.16e-14	3.90e+01	TYRO3	TYRO3 protein tyrosine kinase
A_23_P46309	3.02e-13	1.17e-14	3.90e+01	RCC1	regulator of chromosome condensation 1
A_32_P54128	3.04e-13	1.17e-14	3.90e+01		
A_23_P155666	3.06e-13	1.18e-14	3.90e+01	NAAA	N-acylethanolamine acid amidase
A_23_P137751	3.06e-13	1.18e-14	3.90e+01	FAM46C	family with sequence similarity 46 member C
A_24_P406034	3.08e-13	1.19e-14	3.90e+01	SLC35A1	solute carrier family 35 member A1
A_24_P325176	3.08e-13	1.19e-14	3.90e+01	KIAA1109	KIAA1109
A_24_P921062	3.11e-13	1.20e-14	3.89e+01		
A_23_P169039	3.12e-13	1.21e-14	3.89e+01	SNAI2	snail family transcriptional repressor 2
A_23_P345707	3.13e-13	1.21e-14	3.89e+01	TICRR	TOPBP1 interacting checkpoint and replication regulator
A_23_P24068	3.19e-13	1.24e-14	3.89e+01	BMS1	BMS1, ribosome biogenesis factor
A_24_P255314	3.19e-13	1.24e-14	3.89e+01		
A_24_P461389	3.20e-13	1.24e-14	3.89e+01		
A_24_P592260	3.20e-13	1.24e-14	3.89e+01	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)
A_32_P119174	3.21e-13	1.25e-14	3.89e+01	CENPP	centromere protein P
A_32_P52119	3.22e-13	1.25e-14	3.89e+01	LOC101928673	uncharacterized LOC101928673
A_24_P202717	3.22e-13	1.26e-14	3.89e+01	PLEKHJ1	pleckstrin homology domain containing J1
A_23_P116376	3.23e-13	1.26e-14	3.89e+01	CPSF7	cleavage and polyadenylation specific factor 7
A_23_P202269	3.24e-13	1.26e-14	3.89e+01	ANK3	ankyrin 3, node of Ranvier (ankyrin G)
A_32_P89691	3.26e-13	1.27e-14	3.89e+01	SORD	sorbitol dehydrogenase
A_23_P433071	3.29e-13	1.29e-14	3.88e+01	BECN1	beclin 1
A_23_P67399	3.32e-13	1.30e-14	3.88e+01	STRN4	striatin 4
A_23_P212568	3.32e-13	1.30e-14	3.88e+01	TRAT1	T cell receptor associated transmembrane adaptor 1
A_24_P109721	3.41e-13	1.34e-14	3.88e+01		
A_23_P32938	3.41e-13	1.34e-14	3.88e+01	DDX10	DEAD-box helicase 10
A_23_P67708	3.42e-13	1.34e-14	3.88e+01	TCF3	transcription factor 3
A_23_P125001	3.43e-13	1.34e-14	3.88e+01	RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)
A_24_P328657	3.46e-13	1.36e-14	3.88e+01	PEX5L	peroxisomal biogenesis factor 5 like
A_23_P138105	3.50e-13	1.37e-14	3.87e+01	MED18	mediator complex subunit 18
A_32_P2470	3.54e-13	1.39e-14	3.87e+01		
A_24_P127159	3.58e-13	1.41e-14	3.87e+01		
A_24_P341504	3.58e-13	1.41e-14	3.87e+01	RNPC3	RNA binding region (RNP1, RRM) containing 3
A_23_P168916	3.64e-13	1.43e-14	3.87e+01	CA1	carbonic anhydrase 1
A_32_P222450	3.65e-13	1.44e-14	3.87e+01	TMEM158	transmembrane protein 158 (gene/pseudogene)
A_23_P415021	3.65e-13	1.44e-14	3.87e+01	METTL7A	methyltransferase like 7A
A_24_P177634	3.66e-13	1.44e-14	3.87e+01		
A_23_P257091	3.66e-13	1.44e-14	3.87e+01	NUP214	nucleoporin 214
A_23_P104509	3.71e-13	1.47e-14	3.87e+01	FAM53B	family with sequence similarity 53 member B
A_23_P204550	3.72e-13	1.47e-14	3.87e+01	SCYL2	SCY1 like pseudokinase 2
A_24_P54808	3.73e-13	1.48e-14	3.86e+01	KLHL8	kelch like family member 8
A_23_P91769	3.77e-13	1.49e-14	3.86e+01	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
A_23_P388489	3.77e-13	1.49e-14	3.86e+01	RPGRIP1L	RPGRIP1 like
A_24_P161345	3.78e-13	1.50e-14	3.86e+01		
A_24_P62708	3.78e-13	1.50e-14	3.86e+01	PRKACB	protein kinase cAMP-activated catalytic subunit beta
A_23_P159163	3.82e-13	1.51e-14	3.86e+01		
A_23_P207783	3.85e-13	1.53e-14	3.86e+01	TBC1D16	TBC1 domain family member 16
A_24_P21887	3.86e-13	1.53e-14	3.86e+01	PLCH2	phospholipase C eta 2
A_32_P51005	3.86e-13	1.53e-14	3.86e+01	FAM163B	family with sequence similarity 163 member B
A_23_P161209	3.91e-13	1.56e-14	3.86e+01	DLG5	discs large MAGUK scaffold protein 5
A_23_P391275	3.91e-13	1.56e-14	3.86e+01	RCAN3	RCAN family member 3
A_24_P931993	3.93e-13	1.57e-14	3.86e+01		
A_23_P3221	3.95e-13	1.57e-14	3.86e+01	SQRDL	sulfide quinone reductase-like (yeast)
A_23_P340158	4.02e-13	1.60e-14	3.85e+01	ISCU	iron-sulfur cluster assembly enzyme
A_23_P378364	4.04e-13	1.61e-14	3.85e+01	PCDH7	protocadherin 7
A_23_P156708	4.04e-13	1.61e-14	3.85e+01	TNXB	tenascin XB
A_24_P759955	4.05e-13	1.62e-14	3.85e+01		
A_23_P168584	4.05e-13	1.62e-14	3.85e+01	POMZP3	POM121 and ZP3 fusion
A_23_P139722	4.05e-13	1.62e-14	3.85e+01	TNFRSF1A	TNF receptor superfamily member 1A
A_23_P135273	4.06e-13	1.62e-14	3.85e+01	DNM1	dynamin 1
A_23_P90542	4.06e-13	1.62e-14	3.85e+01	ZNF540	zinc finger protein 540
A_23_P257755	4.06e-13	1.63e-14	3.85e+01	RMND5A	required for meiotic nuclear division 5 homolog A
A_23_P107313	4.11e-13	1.65e-14	3.85e+01	SDF2	stromal cell derived factor 2
A_23_P34741	4.12e-13	1.65e-14	3.85e+01	ZNF593	zinc finger protein 593
A_24_P371425	4.14e-13	1.66e-14	3.85e+01	ATRIP	ATR interacting protein
A_24_P255123	4.20e-13	1.68e-14	3.85e+01		
A_23_P904	4.20e-13	1.69e-14	3.84e+01	BEND5	BEN domain containing 5
A_24_P324588	4.21e-13	1.69e-14	3.84e+01		
A_23_P79545	4.21e-13	1.69e-14	3.84e+01	SUCLG1	succinate-CoA ligase alpha subunit
A_24_P50139	4.22e-13	1.70e-14	3.84e+01		
A_23_P19624	4.23e-13	1.70e-14	3.84e+01	BMP6	bone morphogenetic protein 6
A_24_P401069	4.26e-13	1.72e-14	3.84e+01		
A_23_P310590	4.32e-13	1.74e-14	3.84e+01	OAF	out at first homolog
A_23_P139654	4.32e-13	1.74e-14	3.84e+01	KLRC1	killer cell lectin like receptor C1
A_23_P23924	4.39e-13	1.77e-14	3.84e+01	CAPN2	calpain 2
A_24_P932598	4.41e-13	1.78e-14	3.84e+01		
A_23_P336479	4.43e-13	1.79e-14	3.84e+01	G3BP1	G3BP stress granule assembly factor 1
A_24_P233786	4.43e-13	1.79e-14	3.84e+01	FAM129A	family with sequence similarity 129 member A
A_24_P135875	4.44e-13	1.80e-14	3.84e+01	PTGER4P2-CDK2AP2P2	PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene
A_32_P109495	4.44e-13	1.80e-14	3.84e+01		
A_24_P252057	4.44e-13	1.80e-14	3.84e+01	RBM24	RNA binding motif protein 24
A_32_P136204	4.53e-13	1.84e-14	3.83e+01		
A_32_P122891	4.54e-13	1.84e-14	3.83e+01		
A_23_P140190	4.56e-13	1.85e-14	3.83e+01	FAM30A	family with sequence similarity 30, member A
A_23_P62437	4.56e-13	1.85e-14	3.83e+01	TLR7	toll like receptor 7
A_23_P97736	4.56e-13	1.85e-14	3.83e+01	NCDN	neurochondrin
A_32_P151589	4.56e-13	1.86e-14	3.83e+01	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
A_24_P326344	4.56e-13	1.86e-14	3.83e+01	FAM135B	family with sequence similarity 135 member B
A_24_P97995	4.56e-13	1.86e-14	3.83e+01	LOC100287869	uncharacterized LOC100287869
A_23_P395534	4.70e-13	1.91e-14	3.83e+01	RSC1A1	regulatory solute carrier protein, family 1, member 1
A_24_P310667	4.70e-13	1.91e-14	3.83e+01	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
A_24_P206776	4.77e-13	1.95e-14	3.82e+01	CRYAB	crystallin alpha B
A_23_P257795	4.79e-13	1.95e-14	3.82e+01	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
A_23_P62647	4.80e-13	1.96e-14	3.82e+01	SLAMF1	signaling lymphocytic activation molecule family member 1
A_23_P28238	4.82e-13	1.97e-14	3.82e+01	SNX17	sorting nexin 17
A_23_P380766	4.85e-13	1.98e-14	3.82e+01	CDC42BPB	CDC42 binding protein kinase beta
A_23_P79510	4.87e-13	1.99e-14	3.82e+01	CHMP3	charged multivesicular body protein 3
A_23_P118313	4.88e-13	2.00e-14	3.82e+01	GABARAPL2	GABA type A receptor associated protein like 2
A_24_P270376	4.88e-13	2.00e-14	3.82e+01	NUFIP1	NUFIP1, FMR1 interacting protein 1
A_23_P46170	4.89e-13	2.00e-14	3.82e+01	MED8	mediator complex subunit 8
A_23_P92025	4.90e-13	2.01e-14	3.82e+01	CIDEC	cell death inducing DFFA like effector c
A_23_P430558	4.93e-13	2.02e-14	3.82e+01	CHRND	cholinergic receptor nicotinic delta subunit
A_24_P75230	4.94e-13	2.03e-14	3.82e+01	MYL12B	myosin light chain 12B
A_24_P858698	4.96e-13	2.04e-14	3.82e+01	NFIX	nuclear factor I X
A_32_P171328	5.10e-13	2.09e-14	3.81e+01	UBE2S	ubiquitin conjugating enzyme E2 S
A_32_P210168	5.20e-13	2.14e-14	3.81e+01	C15orf59	chromosome 15 open reading frame 59
A_23_P65022	5.20e-13	2.14e-14	3.81e+01	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain
A_24_P121956	5.23e-13	2.15e-14	3.81e+01	TMEM86B	transmembrane protein 86B
A_23_P167367	5.25e-13	2.16e-14	3.81e+01	PITX2	paired like homeodomain 2
A_23_P164918	5.26e-13	2.17e-14	3.81e+01	LMTK3	lemur tyrosine kinase 3
A_23_P140394	5.32e-13	2.19e-14	3.81e+01	NFATC4	nuclear factor of activated T-cells 4
A_23_P90888	5.35e-13	2.21e-14	3.81e+01	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit
A_24_P384604	5.42e-13	2.24e-14	3.80e+01		
A_23_P87279	5.43e-13	2.24e-14	3.80e+01	TRPM5	transient receptor potential cation channel subfamily M member 5
A_32_P73222	5.45e-13	2.25e-14	3.80e+01		
A_23_P111797	5.50e-13	2.27e-14	3.80e+01	LOC84214	uncharacterized LOC84214
A_23_P107116	5.55e-13	2.30e-14	3.80e+01	RNF112	ring finger protein 112
A_23_P216667	5.56e-13	2.30e-14	3.80e+01	FOXE1	forkhead box E1
A_32_P722809	5.57e-13	2.31e-14	3.80e+01	IGKV1-5	immunoglobulin kappa variable 1-5
A_24_P943597	5.58e-13	2.31e-14	3.80e+01	PHLDA1	pleckstrin homology like domain family A member 1
A_23_P300479	5.59e-13	2.32e-14	3.80e+01		
A_23_P44724	5.67e-13	2.35e-14	3.80e+01	CSRP2	cysteine and glycine rich protein 2
